,pfx_x,pfx_z,launch_speed,release_speed,release_spin_rate,total_movement,strikeout,hbp_bb,home_run,pitch_type_CH,pitch_type_CS,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FO,pitch_type_FS,pitch_type_KC,pitch_type_KN,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV
14392,0.1857716049382716,1.5682407407407408,84.6,91.8,2137.08024691358,1.5792055313100979,0.034403669724770644,0.03669724770642202,0.011467889908256881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14393,0.8825882352941176,1.196705882352941,79.9,92.5,2166.764705882353,1.4869656895630496,0.08260869565217391,0.004347826086956522,0.008695652173913044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14394,1.10275,1.075,82.2,96.1,2205.475,1.540026805773198,0.037037037037037035,0.046296296296296294,0.009259259259259259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14395,0.49524096385542166,1.521566265060241,82.2,93.7,2235.789156626506,1.6001335916884625,0.05665024630541872,0.019704433497536946,0.009852216748768473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14397,0.4879615384615385,1.0995384615384616,84.3,90.4,2392.7346153846156,1.2029510760708926,0.019374068554396422,0.01788375558867362,0.00894187779433681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14399,0.15806603773584904,1.0452830188679245,81.4,94.4,2145.6132075471696,1.0571667142977748,0.04154002026342452,0.02127659574468085,0.00911854103343465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14401,0.4153846153846154,1.0673076923076923,90.0,91.5,2310.4615384615386,1.1452903949467996,0.0759493670886076,0.05063291139240506,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14402,0.31978260869565217,1.4531521739130435,87.2,96.9,2245.0978260869565,1.4879220938518256,0.020161290322580645,0.06451612903225806,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14403,0.33872340425531916,1.2714893617021277,86.5,93.9,2274.063829787234,1.3158338578680806,0.03910614525139665,0.0446927374301676,0.01675977653631285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14404,0.6725,1.3697222222222223,85.3,93.5,2143.5833333333335,1.5259079972427507,0.01098901098901099,0.02197802197802198,0.04395604395604396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14406,0.023846153846153847,1.378653846153846,81.8,92.9,2150.4423076923076,1.3788600605456838,0.07258064516129033,0.024193548387096774,0.008064516129032258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14407,0.6192432432432432,1.5360540540540542,83.8,94.2,2375.5135135135133,1.656177602577183,0.05357142857142857,0.017857142857142856,0.007936507936507936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14408,0.28626373626373625,1.4600439560439562,81.5,94.2,2413.918681318681,1.487842491757834,0.06262904335856848,0.025464556090846524,0.0055058499655884375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14410,0.6158222222222223,1.4945111111111111,84.3,94.2,2403.1466666666665,1.6164159336684616,0.05268022181146026,0.026802218114602587,0.013863216266173753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14411,0.5063414634146342,1.5609756097560976,85.7,95.3,2368.756097560976,1.6410443418220892,0.023809523809523808,0.023809523809523808,0.011904761904761904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14413,1.204472049689441,1.074223602484472,83.2,93.9,2203.217391304348,1.613911170609399,0.05747126436781609,0.020689655172413793,0.011494252873563218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14415,0.8516279069767442,1.140406976744186,84.8,92.8,2339.5232558139537,1.4233053658819685,0.04719101123595506,0.03146067415730337,0.01348314606741573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14416,0.7969841269841269,1.1266666666666667,82.4,95.1,2463.253968253968,1.380058504717256,0.09033613445378151,0.014705882352941176,0.004201680672268907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14417,0.9175862068965517,1.1711494252873564,83.0,94.3,2211.0689655172414,1.4878022124723793,0.045871559633027525,0.05198776758409786,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14418,0.7593984962406015,1.3055639097744363,83.0,91.6,2312.4736842105262,1.5103586324439635,0.0335195530726257,0.013966480446927373,0.013966480446927373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14419,0.6023684210526316,1.2913157894736842,84.7,96.0,2290.5789473684213,1.4249014642512952,0.019230769230769232,0.028846153846153848,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14423,0.879047619047619,1.4387301587301586,83.8,95.1,2266.6857142857143,1.6860217039507515,0.0445993031358885,0.00975609756097561,0.0062717770034843206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14425,0.9097297297297298,1.3545045045045045,87.3,92.8,2540.8198198198197,1.6316527307846853,0.016835016835016835,0.016835016835016835,0.010101010101010102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14426,0.36146341463414633,1.437439024390244,78.8,96.0,2274.621951219512,1.4821898491620273,0.08823529411764706,0.03594771241830065,0.0032679738562091504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14427,0.523394495412844,1.325229357798165,85.6,92.2,2289.6422018348626,1.4248419732021522,0.02601156069364162,0.02023121387283237,0.005780346820809248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14428,0.44488372093023254,1.4555813953488372,85.3,96.7,2478.3023255813955,1.522050828203315,0.0410958904109589,0.02054794520547945,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14429,0.5278086419753086,1.473472222222222,84.3,96.2,2132.4768518518517,1.565152501261239,0.057160048134777375,0.024067388688327317,0.00842358604091456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14430,0.5330188679245284,1.2905660377358492,81.2,89.6,2126.0188679245284,1.3963057728594963,0.029411764705882353,0.022058823529411766,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14431,0.012690058479532163,1.2827485380116959,81.1,93.7,2363.3801169590643,1.2828113069954432,0.04220779220779221,0.037337662337662336,0.003246753246753247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14433,0.7475438596491228,1.4196491228070176,87.9,95.1,2139.6140350877195,1.6044392958245077,0.037037037037037035,0.022222222222222223,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14435,0.9220754716981132,1.224056603773585,85.8,96.4,2346.396226415094,1.5324939623858298,0.04430379746835443,0.0379746835443038,0.0031645569620253164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14436,0.46473333333333333,1.4949111111111113,83.5,92.7,2182.751111111111,1.5654827693828408,0.05255140898705255,0.02513328255902513,0.007616146230007616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14437,0.5915606936416186,0.9939884393063584,82.2,93.5,2431.4624277456646,1.1567009430861734,0.07933579335793357,0.03136531365313653,0.007380073800738007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14438,0.16864864864864865,1.6397297297297297,85.9,97.2,2488.189189189189,1.6483797964214886,0.030303030303030304,0.010101010101010102,0.010101010101010102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14439,0.5284876543209877,1.4254012345679012,83.4,91.0,2151.429012345679,1.5202196815846705,0.028153153153153154,0.02702702702702703,0.009009009009009009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14440,0.7125688073394495,1.4436697247706423,83.7,93.1,2323.6819571865444,1.6099492474648098,0.02965599051008304,0.02609727164887307,0.009489916963226572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14441,1.0359840425531917,1.1888563829787233,82.2,88.5,1991.1329787234042,1.5769091399868624,0.034782608695652174,0.03188405797101449,0.011594202898550725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14442,0.3169047619047619,0.9704761904761904,82.9,92.8,2285.3809523809523,1.020907764883338,0.02608695652173913,0.017391304347826087,0.008695652173913044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14444,0.42083333333333334,1.4586956521739132,84.7,94.6,2228.2608695652175,1.5181876366627158,0.05352480417754569,0.03263707571801567,0.006527415143603133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14445,0.5725773195876288,1.4416494845360825,85.5,97.1,2254.896907216495,1.5511924520088751,0.03802281368821293,0.053231939163498096,0.015209125475285171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14446,0.7173809523809523,1.2615476190476191,82.6,95.2,2192.3809523809523,1.4512538806024669,0.07480314960629922,0.01968503937007874,0.015748031496062992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14447,0.5420481927710844,1.3090361445783134,86.9,92.3,2055.5301204819275,1.4168245731560607,0.022321428571428572,0.03571428571428571,0.004464285714285714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14448,0.7064285714285715,1.1017857142857144,87.0,99.5,2115.3214285714284,1.308805977498076,0.0684931506849315,0.0410958904109589,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14449,0.7778947368421053,1.278421052631579,84.1,96.6,2368.7368421052633,1.4964894284351902,0.0975609756097561,0.008130081300813009,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14450,0.945625,1.051,84.0,96.0,2015.3825,1.4137919368227418,0.04990403071017274,0.02399232245681382,0.0067178502879078695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14451,0.8342209631728046,1.4824362606232293,85.6,94.4,2216.1643059490084,1.7010414110795613,0.019646365422396856,0.03929273084479371,0.023575638506876228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14452,0.12335260115606936,1.2669942196531792,83.8,92.2,2540.8381502890174,1.2729847669342067,0.02214022140221402,0.02214022140221402,0.0036900369003690036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14453,0.3795121951219512,1.5659756097560975,82.5,94.5,2406.8414634146343,1.6113066488403947,0.07106598984771574,0.02030456852791878,0.01015228426395939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14454,0.980246913580247,1.3121234567901234,83.8,99.0,2359.683950617284,1.637849803077945,0.06937394247038917,0.030456852791878174,0.014382402707275803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14456,0.15142384105960266,1.3108940397350992,84.8,89.3,2287.0529801324506,1.3196106861700734,0.025727069351230425,0.0145413870246085,0.006711409395973154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14459,0.4551282051282051,1.5715384615384616,86.3,92.7,2127.076923076923,1.6361157719421617,0.02631578947368421,0.05263157894736842,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14460,0.5576470588235294,1.4327731092436975,85.0,94.4,2178.235294117647,1.537468381719242,0.029045643153526972,0.024896265560165973,0.008298755186721992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14463,1.000472440944882,1.1620472440944882,83.7,92.9,2140.496062992126,1.5333945684649484,0.03823529411764706,0.052941176470588235,0.023529411764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14465,0.5622448979591836,1.3704081632653062,76.3,96.3,2254.5102040816328,1.4812622520085101,0.06622516556291391,0.039735099337748346,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14468,0.8607608695652174,1.263695652173913,82.3,92.6,2345.771739130435,1.5289983570618775,0.0547945205479452,0.04794520547945205,0.003424657534246575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14469,0.7499447513812155,1.4343646408839779,84.2,98.3,2026.1878453038673,1.6185855099877966,0.0622568093385214,0.021400778210116732,0.0019455252918287938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14471,0.4773684210526316,1.3245263157894738,86.7,93.6,2171.7894736842104,1.4079242062828239,0.036290322580645164,0.05241935483870968,0.012096774193548387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14472,1.2458399999999998,1.1779600000000001,83.1,93.1,2448.424,1.7145573968811891,0.07692307692307693,0.028535980148883373,0.01240694789081886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14473,0.6490878378378379,1.3903040540540539,80.2,95.0,2327.314189189189,1.534359926467104,0.06206896551724138,0.0367816091954023,0.006896551724137931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14474,0.6841747572815534,1.5781553398058252,84.8,93.5,2327.177993527508,1.7200783049207127,0.03527980535279805,0.0413625304136253,0.01338199513381995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14475,0.23004608294930876,1.4923963133640554,83.6,99.8,2648.0046082949307,1.5100225019591411,0.08305084745762711,0.025423728813559324,0.005084745762711864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14476,0.7402631578947368,1.4365789473684212,84.6,94.4,2334.6184210526317,1.6160905342704193,0.035555555555555556,0.04888888888888889,0.013333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14477,0.50256,1.3036800000000002,85.4,87.1,2019.104,1.3971929344224443,0.041884816753926704,0.02356020942408377,0.028795811518324606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14478,0.5010096153846154,1.5421153846153846,84.1,97.4,2391.278846153846,1.6214593717313102,0.07550335570469799,0.026845637583892617,0.008389261744966443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14481,0.5878125,1.2342499999999998,83.8,91.8,2192.6375,1.3670759297333304,0.02832244008714597,0.034858387799564274,0.010893246187363835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14482,0.6826530612244898,1.2157142857142857,83.5,95.9,2226.496598639456,1.394265550922407,0.045454545454545456,0.030303030303030304,0.005050505050505051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14487,0.6826373626373626,1.4367582417582418,84.8,97.0,2371.576923076923,1.5906816193471052,0.013618677042801557,0.038910505836575876,0.007782101167315175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14488,0.2653846153846154,1.1357692307692309,82.3,93.9,2343.923076923077,1.1663621820193635,0.05405405405405406,0.07207207207207207,0.018018018018018018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14489,0.5205,1.4712222222222222,84.2,91.6,2096.561111111111,1.5605816470664051,0.04816955684007707,0.038535645472061654,0.01348747591522158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14493,0.7920143884892087,1.3264028776978418,82.5,92.2,2151.4244604316546,1.5448726114275737,0.047961630695443645,0.050359712230215826,0.004796163069544364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14494,0.697926267281106,1.5426728110599077,83.4,88.6,2249.2350230414745,1.693204204029867,0.05639614855570839,0.02200825309491059,0.0068775790921595595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14495,1.48225,0.392875,79.9,91.5,2225.4,1.5334326943576624,0.07234042553191489,0.029787234042553193,0.00425531914893617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14497,0.9105521472392637,1.4186503067484664,82.6,94.3,2468.7791411042945,1.685726521615992,0.04308390022675737,0.031746031746031744,0.009070294784580499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14506,0.8989999999999999,0.7605555555555555,87.2,95.1,2118.3555555555554,1.1775592354894167,0.04897959183673469,0.053061224489795916,0.00816326530612245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14507,0.7885148514851485,1.262970297029703,79.6,94.4,2212.5841584158416,1.4889088763896674,0.06707317073170732,0.018292682926829267,0.006097560975609756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14509,0.623404255319149,1.366099290780142,84.9,94.5,2136.744680851064,1.5016191720339847,0.04885057471264368,0.031609195402298854,0.011494252873563218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14510,0.34391304347826085,0.695527950310559,82.7,91.5,2165.695652173913,0.775909344664496,0.04219409282700422,0.023206751054852322,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14511,0.9163636363636363,1.3136363636363637,81.8,97.1,2409.3333333333335,1.6016750013399583,0.0593607305936073,0.0182648401826484,0.0045662100456621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14512,1.096139240506329,1.2135443037974685,82.6,93.2,2327.025316455696,1.6353015048782515,0.06100217864923747,0.030501089324618737,0.015250544662309368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14514,0.30755395683453235,1.390179856115108,83.3,92.6,2257.320143884892,1.4237940401310856,0.030104712041884817,0.03926701570680628,0.009162303664921465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14515,0.8296190476190476,1.307238095238095,84.5,95.0,2317.9904761904763,1.5482697445258233,0.0851063829787234,0.02735562310030395,0.00303951367781155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14516,0.817231182795699,1.3564247311827957,82.0,90.7,1975.4596774193549,1.5835892325656855,0.07332624867162593,0.01381509032943677,0.009564293304994687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14519,0.4077777777777778,1.620763888888889,82.9,94.4,2113.0138888888887,1.6712744536956272,0.052083333333333336,0.04375,0.0020833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14520,0.6055384615384616,1.3103076923076924,84.8,96.5,2239.646153846154,1.4434621840987305,0.05,0.025,0.00625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14521,0.5924324324324324,1.5752464228934817,81.4,93.9,2360.8696343402225,1.6829668683121835,0.06956004756242569,0.03032104637336504,0.006539833531510107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14523,0.7375172413793103,1.3668275862068966,83.1,95.5,2394.3310344827587,1.5531095684940968,0.0297029702970297,0.019801980198019802,0.012376237623762377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14524,0.8935294117647059,1.2376470588235293,87.8,92.5,2164.176470588235,1.526487815838408,0.05555555555555555,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14525,0.2953623188405797,1.4498550724637682,89.0,93.9,2183.8115942028985,1.479634627379274,0.029411764705882353,0.024509803921568627,0.004901960784313725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14526,0.8582987551867219,1.5105809128630705,82.3,95.8,2459.1078838174276,1.7373921398064698,0.07906976744186046,0.023255813953488372,0.006201550387596899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14527,0.9608333333333334,1.3305555555555555,84.5,94.8,2164.9444444444443,1.6412125946580467,0.06504065040650407,0.024390243902439025,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14529,0.2932258064516129,1.0380645161290323,82.6,92.8,2228.2258064516127,1.0786840655240073,0.06862745098039216,0.049019607843137254,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14531,0.10357142857142856,1.4821428571428572,82.3,92.8,2393.8214285714284,1.4857572109183648,0.0625,0.025,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14533,0.6496560196560197,1.2736609336609337,83.3,94.0,1996.95085995086,1.4297779959872594,0.034830430797433545,0.035747021081576534,0.00916590284142988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14534,0.1616326530612245,1.73578231292517,83.3,95.3,2350.0,1.7432915282302794,0.08108108108108109,0.04781704781704782,0.002079002079002079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14536,0.20475,1.07915625,81.4,94.7,2419.640625,1.0984082913079556,0.0587515299877601,0.0208078335373317,0.006119951040391677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14537,0.6308157099697885,1.2214199395770393,81.2,95.9,2421.9848942598187,1.3746981955109516,0.05714285714285714,0.027551020408163266,0.006122448979591836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14539,0.6737579617834395,1.2759872611464969,82.7,92.7,2357.5955414012737,1.442946042537528,0.066006600660066,0.0319031903190319,0.005500550055005501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14541,0.9658333333333334,1.28,79.9,94.6,2149.8333333333335,1.6035067906865184,0.046296296296296294,0.018518518518518517,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14542,0.8580536912751677,1.4507046979865772,85.0,93.3,2445.0838926174497,1.6854673707524768,0.044534412955465584,0.02699055330634278,0.01349527665317139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14545,0.06586572438162544,1.5404240282685513,81.8,90.8,2403.441696113074,1.5418315344146476,0.03656998738965952,0.013871374527112233,0.006305170239596469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14546,0.29416666666666663,1.1570833333333332,88.6,88.0,2153.8333333333335,1.1938910620553096,0.013333333333333334,0.0,0.02666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14547,0.9374349442379182,1.4087732342007435,83.2,94.9,2252.6096654275093,1.6921661561675236,0.04568527918781726,0.03654822335025381,0.012182741116751269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14550,0.8596652719665272,1.1861087866108788,83.1,95.7,2267.912133891213,1.464881713143015,0.05913978494623656,0.02956989247311828,0.004032258064516129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14551,0.5966666666666667,1.3775757575757577,84.5,96.0,2430.6969696969695,1.5012415125393828,0.10194174757281553,0.02912621359223301,0.014563106796116505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14552,0.28712499999999996,1.231125,86.0,95.5,2244.0875,1.2641635698160265,0.005405405405405406,0.03783783783783784,0.005405405405405406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14553,0.7216273584905661,1.228018867924528,81.3,95.4,2184.9080188679245,1.4243512152909168,0.07640878701050621,0.010506208213944603,0.0066857688634192934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14557,0.32288372093023254,1.449813953488372,83.7,95.6,2364.4837209302327,1.4853330929361723,0.05008347245409015,0.038397328881469114,0.00667779632721202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14558,0.6039024390243903,1.3712195121951218,86.0,93.2,2383.5853658536585,1.4983127532275213,0.06779661016949153,0.025423728813559324,0.00847457627118644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14561,0.35724137931034483,1.0882758620689654,80.5,89.5,2155.793103448276,1.1454107363969954,0.028169014084507043,0.028169014084507043,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14563,0.8225064599483204,1.5471317829457365,83.1,95.0,2532.708010335917,1.7521796798438143,0.055600322320709106,0.037066881547139406,0.007252215954875101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14564,1.0371153846153847,1.3113461538461537,86.5,96.0,2272.4615384615386,1.6718962456483408,0.027586206896551724,0.05517241379310345,0.013793103448275862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14566,0.798515625,1.325078125,83.6,94.4,2170.6796875,1.547080877240313,0.038348082595870206,0.02359882005899705,0.008849557522123894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14567,0.7543939393939394,1.3684469696969697,83.9,93.5,2227.742424242424,1.5626123398550025,0.04267425320056899,0.029871977240398292,0.008534850640113799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14568,0.7895454545454546,1.1286363636363637,81.4,93.6,2212.090909090909,1.3773895840014556,0.0,0.013333333333333334,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14569,0.555952380952381,0.9977380952380953,84.0,95.9,2225.8214285714284,1.1421752740170679,0.06086956521739131,0.013043478260869565,0.008695652173913044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14572,0.39225806451612905,1.2825806451612902,86.9,93.9,2234.6129032258063,1.3412231359920284,0.04,0.04,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14573,0.6453521126760563,1.5195774647887323,81.3,94.3,2214.450704225352,1.6509376186970846,0.049586776859504134,0.03581267217630854,0.008264462809917356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14574,0.5035443037974684,1.1918987341772151,86.0,95.5,2403.5569620253164,1.2939008688536093,0.022058823529411766,0.0625,0.007352941176470588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14576,0.8016483516483517,1.3957417582417582,82.4,93.5,2291.934065934066,1.609576073194527,0.0748936170212766,0.02297872340425532,0.00851063829787234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14578,0.9872,1.1356,79.4,91.1,2215.16,1.5047096729934315,0.07142857142857142,0.014285714285714285,0.014285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14580,0.315,1.4802325581395348,83.8,96.4,2648.8953488372094,1.5133781504225279,0.04895104895104895,0.05944055944055944,0.013986013986013986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14581,0.5629496402877698,1.626115107913669,84.7,92.3,2271.4892086330933,1.7208029061124963,0.07202216066481995,0.0221606648199446,0.008310249307479225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14582,0.5700000000000001,1.4727272727272727,85.5,92.5,2379.7727272727275,1.5791851125927925,0.023255813953488372,0.06976744186046512,0.011627906976744186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14584,0.4567948717948718,1.3638461538461537,88.1,91.2,1956.2564102564102,1.438310775270435,0.02040816326530612,0.036734693877551024,0.0163265306122449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14587,0.50264,1.29048,85.1,95.6,2311.432,1.3849135713104987,0.05228758169934641,0.026143790849673203,0.013071895424836602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14588,0.5916666666666667,1.3547058823529412,84.4,93.6,2103.6666666666665,1.4782751679325827,0.05343511450381679,0.026717557251908396,0.011450381679389313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14590,0.5148979591836734,1.5180272108843538,82.4,94.5,2137.843537414966,1.6029742734544563,0.052083333333333336,0.020833333333333332,0.013020833333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14592,1.4224675324675324,0.8227272727272728,83.6,94.4,2344.7662337662337,1.6432571454929161,0.07393715341959335,0.033271719038817,0.005545286506469501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14593,0.829731182795699,1.1422043010752687,84.0,90.2,2020.02688172043,1.411766447079117,0.04572564612326044,0.03180914512922465,0.013916500994035786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14594,0.6375630252100841,1.5045378151260504,82.0,94.8,2216.672268907563,1.6340503811875886,0.03821656050955414,0.03184713375796178,0.006369426751592357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14595,0.9698425196850394,1.20251968503937,82.7,94.8,2427.527559055118,1.544878022983113,0.047872340425531915,0.05053191489361702,0.0026595744680851063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14599,0.6903921568627451,1.448627450980392,85.1,94.4,2229.264705882353,1.6047313862424268,0.08761329305135952,0.03323262839879154,0.0030211480362537764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14600,1.142111801242236,1.2241614906832299,82.3,96.4,2199.807453416149,1.6742134636325716,0.047619047619047616,0.017142857142857144,0.007619047619047619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14601,0.4977464788732394,1.412281690140845,84.9,91.8,2204.907042253521,1.4974281717457403,0.03477344573234984,0.030558482613277135,0.011591148577449948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14602,0.582935064935065,1.3098181818181818,84.8,94.2,2130.5064935064934,1.4336795176580908,0.04083570750237417,0.027540360873694207,0.006647673314339981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14603,0.31574257425742575,1.08990099009901,80.7,93.0,2458.112211221122,1.134714740107622,0.06533192834562697,0.012644889357218124,0.008429926238145416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
